trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
trp_A3333_705_OP40FPV_81000,22:57:51,22:57:53,1195,17,GALLARTA,0,0,1,1,9539,0
trp_A3333_705_OP40FPV_81000,22:59:00,22:59:02,1190,18,GALLARTA,0,0,1,1,9933,0
trp_A3333_705_OP40FV_36000,10:00:00,10:00:02,1321,1,GALLARTA,0,0,1,1,0,0
trp_A3333_705_OP40FV_36000,10:01:37,10:01:39,332,2,GALLARTA,0,0,1,1,267,0
trp_A3333_705_OP40FV_36000,10:04:16,10:04:18,333,3,GALLARTA,0,0,1,1,705,0
trp_A3333_705_OP40FV_36000,10:07:09,10:07:11,334,4,GALLARTA,0,0,1,1,1185,0
trp_A3333_705_OP40FV_36000,10:08:34,10:08:36,449,5,GALLARTA,0,0,1,1,1417,0
trp_A3333_705_OP40FV_36000,10:10:10,10:10:12,450,6,GALLARTA,0,0,1,1,1683,0
trp_A3333_705_OP40FV_36000,10:22:46,10:22:48,1134,7,GALLARTA,0,0,1,1,3768,0
trp_A3333_705_OP40FV_36000,10:25:58,10:26:00,1135,8,GALLARTA,0,0,1,1,4298,0
trp_A3333_705_OP40FV_36000,10:28:56,10:28:58,1136,9,GALLARTA,0,0,1,1,4791,0
trp_A3333_705_OP40FV_36000,10:32:06,10:32:08,1137,10,GALLARTA,0,0,1,1,5314,0
trp_A3333_705_OP40FV_36000,10:39:29,10:39:31,1138,11,GALLARTA,0,0,1,1,6537,0
trp_A3333_705_OP40FV_36000,10:42:54,10:42:56,1139,12,GALLARTA,0,0,1,1,7102,0
trp_A3333_705_OP40FV_36000,10:45:32,10:45:34,1221,13,GALLARTA,0,0,1,1,7537,0
trp_A3333_705_OP40FV_36000,10:49:00,10:49:02,1222,14,GALLARTA,0,0,1,1,8111,0
trp_A3333_705_OP40FV_36000,10:51:42,10:51:44,1223,15,GALLARTA,0,0,1,1,8559,0
trp_A3333_705_OP40FV_36000,10:52:36,10:52:38,1224,16,GALLARTA,0,0,1,1,8709,0
trp_A3333_705_OP40FV_36000,10:57:37,10:57:39,1195,17,GALLARTA,0,0,1,1,9539,0
trp_A3333_705_OP40FV_36000,11:00:00,11:00:02,1190,18,GALLARTA,0,0,1,1,9933,0
trp_A3333_705_OP40FV_39600,11:00:00,11:00:02,1321,1,GALLARTA,0,0,1,1,0,0
trp_A3333_705_OP40FV_39600,11:01:37,11:01:39,332,2,GALLARTA,0,0,1,1,267,0
trp_A3333_705_OP40FV_39600,11:04:16,11:04:18,333,3,GALLARTA,0,0,1,1,705,0
trp_A3333_705_OP40FV_39600,11:07:09,11:07:11,334,4,GALLARTA,0,0,1,1,1185,0
trp_A3333_705_OP40FV_39600,11:08:34,11:08:36,449,5,GALLARTA,0,0,1,1,1417,0
trp_A3333_705_OP40FV_39600,11:10:10,11:10:12,450,6,GALLARTA,0,0,1,1,1683,0
trp_A3333_705_OP40FV_39600,11:22:46,11:22:48,1134,7,GALLARTA,0,0,1,1,3768,0
trp_A3333_705_OP40FV_39600,11:25:58,11:26:00,1135,8,GALLARTA,0,0,1,1,4298,0
trp_A3333_705_OP40FV_39600,11:28:56,11:28:58,1136,9,GALLARTA,0,0,1,1,4791,0
trp_A3333_705_OP40FV_39600,11:32:06,11:32:08,1137,10,GALLARTA,0,0,1,1,5314,0
trp_A3333_705_OP40FV_39600,11:39:29,11:39:31,1138,11,GALLARTA,0,0,1,1,6537,0
trp_A3333_705_OP40FV_39600,11:42:54,11:42:56,1139,12,GALLARTA,0,0,1,1,7102,0
trp_A3333_705_OP40FV_39600,11:45:32,11:45:34,1221,13,GALLARTA,0,0,1,1,7537,0
trp_A3333_705_OP40FV_39600,11:49:00,11:49:02,1222,14,GALLARTA,0,0,1,1,8111,0
trp_A3333_705_OP40FV_39600,11:51:42,11:51:44,1223,15,GALLARTA,0,0,1,1,8559,0
trp_A3333_705_OP40FV_39600,11:52:36,11:52:38,1224,16,GALLARTA,0,0,1,1,8709,0
trp_A3333_705_OP40FV_39600,11:57:37,11:57:39,1195,17,GALLARTA,0,0,1,1,9539,0
trp_A3333_705_OP40FV_39600,12:00:00,12:00:02,1190,18,GALLARTA,0,0,1,1,9933,0
trp_A3333_705_OP40FV_43200,12:00:00,12:00:02,1321,1,GALLARTA,0,0,1,1,0,0
trp_A3333_705_OP40FV_43200,12:01:37,12:01:39,332,2,GALLARTA,0,0,1,1,267,0
trp_A3333_705_OP40FV_43200,12:04:16,12:04:18,333,3,GALLARTA,0,0,1,1,705,0
trp_A3333_705_OP40FV_43200,12:07:09,12:07:11,334,4,GALLARTA,0,0,1,1,1185,0
trp_A3333_705_OP40FV_43200,12:08:34,12:08:36,449,5,GALLARTA,0,0,1,1,1417,0
trp_A3333_705_OP40FV_43200,12:10:10,12:10:12,450,6,GALLARTA,0,0,1,1,1683,0
trp_A3333_705_OP40FV_43200,12:22:46,12:22:48,1134,7,GALLARTA,0,0,1,1,3768,0
trp_A3333_705_OP40FV_43200,12:25:58,12:26:00,1135,8,GALLARTA,0,0,1,1,4298,0
trp_A3333_705_OP40FV_43200,12:28:56,12:28:58,1136,9,GALLARTA,0,0,1,1,4791,0
trp_A3333_705_OP40FV_43200,12:32:06,12:32:08,1137,10,GALLARTA,0,0,1,1,5314,0
trp_A3333_705_OP40FV_43200,12:39:29,12:39:31,1138,11,GALLARTA,0,0,1,1,6537,0
trp_A3333_705_OP40FV_43200,12:42:54,12:42:56,1139,12,GALLARTA,0,0,1,1,7102,0
trp_A3333_705_OP40FV_43200,12:45:32,12:45:34,1221,13,GALLARTA,0,0,1,1,7537,0
trp_A3333_705_OP40FV_43200,12:49:00,12:49:02,1222,14,GALLARTA,0,0,1,1,8111,0
trp_A3333_705_OP40FV_43200,12:51:42,12:51:44,1223,15,GALLARTA,0,0,1,1,8559,0
trp_A3333_705_OP40FV_43200,12:52:36,12:52:38,1224,16,GALLARTA,0,0,1,1,8709,0
trp_A3333_705_OP40FV_43200,12:57:37,12:57:39,1195,17,GALLARTA,0,0,1,1,9539,0
trp_A3333_705_OP40FV_43200,13:00:00,13:00:02,1190,18,GALLARTA,0,0,1,1,9933,0
trp_A3333_705_OP40FV_46800,13:00:00,13:00:02,1321,1,GALLARTA,0,0,1,1,0,0
trp_A3333_705_OP40FV_46800,13:01:37,13:01:39,332,2,GALLARTA,0,0,1,1,267,0
trp_A3333_705_OP40FV_46800,13:04:16,13:04:18,333,3,GALLARTA,0,0,1,1,705,0
trp_A3333_705_OP40FV_46800,13:07:09,13:07:11,334,4,GALLARTA,0,0,1,1,1185,0
trp_A3333_705_OP40FV_46800,13:08:34,13:08:36,449,5,GALLARTA,0,0,1,1,1417,0
trp_A3333_705_OP40FV_46800,13:10:10,13:10:12,450,6,GALLARTA,0,0,1,1,1683,0
trp_A3333_705_OP40FV_46800,13:22:46,13:22:48,1134,7,GALLARTA,0,0,1,1,3768,0
trp_A3333_705_OP40FV_46800,13:25:58,13:26:00,1135,8,GALLARTA,0,0,1,1,4298,0
trp_A3333_705_OP40FV_46800,13:28:56,13:28:58,1136,9,GALLARTA,0,0,1,1,4791,0
trp_A3333_705_OP40FV_46800,13:32:06,13:32:08,1137,10,GALLARTA,0,0,1,1,5314,0
trp_A3333_705_OP40FV_46800,13:39:29,13:39:31,1138,11,GALLARTA,0,0,1,1,6537,0
trp_A3333_705_OP40FV_46800,13:42:54,13:42:56,1139,12,GALLARTA,0,0,1,1,7102,0
trp_A3333_705_OP40FV_46800,13:45:32,13:45:34,1221,13,GALLARTA,0,0,1,1,7537,0
trp_A3333_705_OP40FV_46800,13:49:00,13:49:02,1222,14,GALLARTA,0,0,1,1,8111,0
trp_A3333_705_OP40FV_46800,13:51:42,13:51:44,1223,15,GALLARTA,0,0,1,1,8559,0
trp_A3333_705_OP40FV_46800,13:52:36,13:52:38,1224,16,GALLARTA,0,0,1,1,8709,0
trp_A3333_705_OP40FV_46800,13:57:37,13:57:39,1195,17,GALLARTA,0,0,1,1,9539,0
trp_A3333_705_OP40FV_46800,14:00:00,14:00:02,1190,18,GALLARTA,0,0,1,1,9933,0
trp_A3333_705_OP40FV_50400,14:00:00,14:00:02,1321,1,GALLARTA,0,0,1,1,0,0
trp_A3333_705_OP40FV_50400,14:01:37,14:01:39,332,2,GALLARTA,0,0,1,1,267,0
trp_A3333_705_OP40FV_50400,14:04:16,14:04:18,333,3,GALLARTA,0,0,1,1,705,0
trp_A3333_705_OP40FV_50400,14:07:09,14:07:11,334,4,GALLARTA,0,0,1,1,1185,0
trp_A3333_705_OP40FV_50400,14:08:34,14:08:36,449,5,GALLARTA,0,0,1,1,1417,0
trp_A3333_705_OP40FV_50400,14:10:10,14:10:12,450,6,GALLARTA,0,0,1,1,1683,0
trp_A3333_705_OP40FV_50400,14:22:46,14:22:48,1134,7,GALLARTA,0,0,1,1,3768,0
trp_A3333_705_OP40FV_50400,14:25:58,14:26:00,1135,8,GALLARTA,0,0,1,1,4298,0
trp_A3333_705_OP40FV_50400,14:28:56,14:28:58,1136,9,GALLARTA,0,0,1,1,4791,0
trp_A3333_705_OP40FV_50400,14:32:06,14:32:08,1137,10,GALLARTA,0,0,1,1,5314,0
trp_A3333_705_OP40FV_50400,14:39:29,14:39:31,1138,11,GALLARTA,0,0,1,1,6537,0
trp_A3333_705_OP40FV_50400,14:42:54,14:42:56,1139,12,GALLARTA,0,0,1,1,7102,0
trp_A3333_705_OP40FV_50400,14:45:32,14:45:34,1221,13,GALLARTA,0,0,1,1,7537,0
trp_A3333_705_OP40FV_50400,14:49:00,14:49:02,1222,14,GALLARTA,0,0,1,1,8111,0
trp_A3333_705_OP40FV_50400,14:51:42,14:51:44,1223,15,GALLARTA,0,0,1,1,8559,0
trp_A3333_705_OP40FV_50400,14:52:36,14:52:38,1224,16,GALLARTA,0,0,1,1,8709,0
trp_A3333_705_OP40FV_50400,14:57:37,14:57:39,1195,17,GALLARTA,0,0,1,1,9539,0
trp_A3333_705_OP40FV_50400,15:00:00,15:00:02,1190,18,GALLARTA,0,0,1,1,9933,0
trp_A3333_705_OP40FV_54000,15:00:00,15:00:02,1321,1,GALLARTA,0,0,1,1,0,0
trp_A3333_705_OP40FV_54000,15:01:37,15:01:39,332,2,GALLARTA,0,0,1,1,267,0
trp_A3333_705_OP40FV_54000,15:04:16,15:04:18,333,3,GALLARTA,0,0,1,1,705,0
trp_A3333_705_OP40FV_54000,15:07:09,15:07:11,334,4,GALLARTA,0,0,1,1,1185,0
trp_A3333_705_OP40FV_54000,15:08:34,15:08:36,449,5,GALLARTA,0,0,1,1,1417,0
trp_A3333_705_OP40FV_54000,15:10:10,15:10:12,450,6,GALLARTA,0,0,1,1,1683,0
trp_A3333_705_OP40FV_54000,15:22:46,15:22:48,1134,7,GALLARTA,0,0,1,1,3768,0
trp_A3333_705_OP40FV_54000,15:25:58,15:26:00,1135,8,GALLARTA,0,0,1,1,4298,0
trp_A3333_705_OP40FV_54000,15:28:56,15:28:58,1136,9,GALLARTA,0,0,1,1,4791,0
trp_A3333_705_OP40FV_54000,15:32:06,15:32:08,1137,10,GALLARTA,0,0,1,1,5314,0
trp_A3333_705_OP40FV_54000,15:39:29,15:39:31,1138,11,GALLARTA,0,0,1,1,6537,0
trp_A3333_705_OP40FV_54000,15:42:54,15:42:56,1139,12,GALLARTA,0,0,1,1,7102,0
trp_A3333_705_OP40FV_54000,15:45:32,15:45:34,1221,13,GALLARTA,0,0,1,1,7537,0
trp_A3333_705_OP40FV_54000,15:49:00,15:49:02,1222,14,GALLARTA,0,0,1,1,8111,0
trp_A3333_705_OP40FV_54000,15:51:42,15:51:44,1223,15,GALLARTA,0,0,1,1,8559,0
trp_A3333_705_OP40FV_54000,15:52:36,15:52:38,1224,16,GALLARTA,0,0,1,1,8709,0
trp_A3333_705_OP40FV_54000,15:57:37,15:57:39,1195,17,GALLARTA,0,0,1,1,9539,0
trp_A3333_705_OP40FV_54000,16:00:00,16:00:02,1190,18,GALLARTA,0,0,1,1,9933,0
trp_A3333_705_OP40FV_57600,16:00:00,16:00:02,1321,1,GALLARTA,0,0,1,1,0,0
trp_A3333_705_OP40FV_57600,16:01:37,16:01:39,332,2,GALLARTA,0,0,1,1,267,0
trp_A3333_705_OP40FV_57600,16:04:16,16:04:18,333,3,GALLARTA,0,0,1,1,705,0
trp_A3333_705_OP40FV_57600,16:07:09,16:07:11,334,4,GALLARTA,0,0,1,1,1185,0
trp_A3333_705_OP40FV_57600,16:08:34,16:08:36,449,5,GALLARTA,0,0,1,1,1417,0
trp_A3333_705_OP40FV_57600,16:10:10,16:10:12,450,6,GALLARTA,0,0,1,1,1683,0
trp_A3333_705_OP40FV_57600,16:22:46,16:22:48,1134,7,GALLARTA,0,0,1,1,3768,0
trp_A3333_705_OP40FV_57600,16:25:58,16:26:00,1135,8,GALLARTA,0,0,1,1,4298,0
trp_A3333_705_OP40FV_57600,16:28:56,16:28:58,1136,9,GALLARTA,0,0,1,1,4791,0
trp_A3333_705_OP40FV_57600,16:32:06,16:32:08,1137,10,GALLARTA,0,0,1,1,5314,0
trp_A3333_705_OP40FV_57600,16:39:29,16:39:31,1138,11,GALLARTA,0,0,1,1,6537,0
trp_A3333_705_OP40FV_57600,16:42:54,16:42:56,1139,12,GALLARTA,0,0,1,1,7102,0
trp_A3333_705_OP40FV_57600,16:45:32,16:45:34,1221,13,GALLARTA,0,0,1,1,7537,0
trp_A3333_705_OP40FV_57600,16:49:00,16:49:02,1222,14,GALLARTA,0,0,1,1,8111,0
trp_A3333_705_OP40FV_57600,16:51:42,16:51:44,1223,15,GALLARTA,0,0,1,1,8559,0
trp_A3333_705_OP40FV_57600,16:52:36,16:52:38,1224,16,GALLARTA,0,0,1,1,8709,0
trp_A3333_705_OP40FV_57600,16:57:37,16:57:39,1195,17,GALLARTA,0,0,1,1,9539,0
trp_A3333_705_OP40FV_57600,17:00:00,17:00:02,1190,18,GALLARTA,0,0,1,1,9933,0
trp_A3333_705_OP40FV_61200,17:00:00,17:00:02,1321,1,GALLARTA,0,0,1,1,0,0
trp_A3333_705_OP40FV_61200,17:01:37,17:01:39,332,2,GALLARTA,0,0,1,1,267,0
trp_A3333_705_OP40FV_61200,17:04:16,17:04:18,333,3,GALLARTA,0,0,1,1,705,0
trp_A3333_705_OP40FV_61200,17:07:09,17:07:11,334,4,GALLARTA,0,0,1,1,1185,0
trp_A3333_705_OP40FV_61200,17:08:34,17:08:36,449,5,GALLARTA,0,0,1,1,1417,0
trp_A3333_705_OP40FV_61200,17:10:10,17:10:12,450,6,GALLARTA,0,0,1,1,1683,0
trp_A3333_705_OP40FV_61200,17:22:46,17:22:48,1134,7,GALLARTA,0,0,1,1,3768,0
trp_A3333_705_OP40FV_61200,17:25:58,17:26:00,1135,8,GALLARTA,0,0,1,1,4298,0
trp_A3333_705_OP40FV_61200,17:28:56,17:28:58,1136,9,GALLARTA,0,0,1,1,4791,0
trp_A3333_705_OP40FV_61200,17:32:06,17:32:08,1137,10,GALLARTA,0,0,1,1,5314,0
trp_A3333_705_OP40FV_61200,17:39:29,17:39:31,1138,11,GALLARTA,0,0,1,1,6537,0
trp_A3333_705_OP40FV_61200,17:42:54,17:42:56,1139,12,GALLARTA,0,0,1,1,7102,0
trp_A3333_705_OP40FV_61200,17:45:32,17:45:34,1221,13,GALLARTA,0,0,1,1,7537,0
trp_A3333_705_OP40FV_61200,17:49:00,17:49:02,1222,14,GALLARTA,0,0,1,1,8111,0
trp_A3333_705_OP40FV_61200,17:51:42,17:51:44,1223,15,GALLARTA,0,0,1,1,8559,0
trp_A3333_705_OP40FV_61200,17:52:36,17:52:38,1224,16,GALLARTA,0,0,1,1,8709,0
trp_A3333_705_OP40FV_61200,17:57:37,17:57:39,1195,17,GALLARTA,0,0,1,1,9539,0
trp_A3333_705_OP40FV_61200,18:00:00,18:00:02,1190,18,GALLARTA,0,0,1,1,9933,0
trp_A3333_705_OP40FV_64800,18:00:00,18:00:02,1321,1,GALLARTA,0,0,1,1,0,0
trp_A3333_705_OP40FV_64800,18:01:37,18:01:39,332,2,GALLARTA,0,0,1,1,267,0
trp_A3333_705_OP40FV_64800,18:04:16,18:04:18,333,3,GALLARTA,0,0,1,1,705,0
trp_A3333_705_OP40FV_64800,18:07:09,18:07:11,334,4,GALLARTA,0,0,1,1,1185,0
trp_A3333_705_OP40FV_64800,18:08:34,18:08:36,449,5,GALLARTA,0,0,1,1,1417,0
trp_A3333_705_OP40FV_64800,18:10:10,18:10:12,450,6,GALLARTA,0,0,1,1,1683,0
trp_A3333_705_OP40FV_64800,18:22:46,18:22:48,1134,7,GALLARTA,0,0,1,1,3768,0
trp_A3333_705_OP40FV_64800,18:25:58,18:26:00,1135,8,GALLARTA,0,0,1,1,4298,0
trp_A3333_705_OP40FV_64800,18:28:56,18:28:58,1136,9,GALLARTA,0,0,1,1,4791,0
trp_A3333_705_OP40FV_64800,18:32:06,18:32:08,1137,10,GALLARTA,0,0,1,1,5314,0
trp_A3333_705_OP40FV_64800,18:39:29,18:39:31,1138,11,GALLARTA,0,0,1,1,6537,0
trp_A3333_705_OP40FV_64800,18:42:54,18:42:56,1139,12,GALLARTA,0,0,1,1,7102,0
trp_A3333_705_OP40FV_64800,18:45:32,18:45:34,1221,13,GALLARTA,0,0,1,1,7537,0
trp_A3333_705_OP40FV_64800,18:49:00,18:49:02,1222,14,GALLARTA,0,0,1,1,8111,0
trp_A3333_705_OP40FV_64800,18:51:42,18:51:44,1223,15,GALLARTA,0,0,1,1,8559,0
trp_A3333_705_OP40FV_64800,18:52:36,18:52:38,1224,16,GALLARTA,0,0,1,1,8709,0
trp_A3333_705_OP40FV_64800,18:57:37,18:57:39,1195,17,GALLARTA,0,0,1,1,9539,0
trp_A3333_705_OP40FV_64800,19:00:00,19:00:02,1190,18,GALLARTA,0,0,1,1,9933,0
trp_A3333_705_OP40FV_68400,19:00:00,19:00:02,1321,1,GALLARTA,0,0,1,1,0,0
trp_A3333_705_OP40FV_68400,19:01:37,19:01:39,332,2,GALLARTA,0,0,1,1,267,0
trp_A3333_705_OP40FV_68400,19:04:16,19:04:18,333,3,GALLARTA,0,0,1,1,705,0
trp_A3333_705_OP40FV_68400,19:07:09,19:07:11,334,4,GALLARTA,0,0,1,1,1185,0
trp_A3333_705_OP40FV_68400,19:08:34,19:08:36,449,5,GALLARTA,0,0,1,1,1417,0
trp_A3333_705_OP40FV_68400,19:10:10,19:10:12,450,6,GALLARTA,0,0,1,1,1683,0
trp_A3333_705_OP40FV_68400,19:22:46,19:22:48,1134,7,GALLARTA,0,0,1,1,3768,0
trp_A3333_705_OP40FV_68400,19:25:58,19:26:00,1135,8,GALLARTA,0,0,1,1,4298,0
trp_A3333_705_OP40FV_68400,19:28:56,19:28:58,1136,9,GALLARTA,0,0,1,1,4791,0
trp_A3333_705_OP40FV_68400,19:32:06,19:32:08,1137,10,GALLARTA,0,0,1,1,5314,0
trp_A3333_705_OP40FV_68400,19:39:29,19:39:31,1138,11,GALLARTA,0,0,1,1,6537,0
trp_A3333_705_OP40FV_68400,19:42:54,19:42:56,1139,12,GALLARTA,0,0,1,1,7102,0
trp_A3333_705_OP40FV_68400,19:45:32,19:45:34,1221,13,GALLARTA,0,0,1,1,7537,0
trp_A3333_705_OP40FV_68400,19:49:00,19:49:02,1222,14,GALLARTA,0,0,1,1,8111,0
trp_A3333_705_OP40FV_68400,19:51:42,19:51:44,1223,15,GALLARTA,0,0,1,1,8559,0
trp_A3333_705_OP40FV_68400,19:52:36,19:52:38,1224,16,GALLARTA,0,0,1,1,8709,0
trp_A3333_705_OP40FV_68400,19:57:37,19:57:39,1195,17,GALLARTA,0,0,1,1,9539,0
trp_A3333_705_OP40FV_68400,20:00:00,20:00:02,1190,18,GALLARTA,0,0,1,1,9933,0
trp_A3333_705_OP40FV_72000,20:00:00,20:00:02,1321,1,GALLARTA,0,0,1,1,0,0
trp_A3333_705_OP40FV_72000,20:01:37,20:01:39,332,2,GALLARTA,0,0,1,1,267,0
trp_A3333_705_OP40FV_72000,20:04:16,20:04:18,333,3,GALLARTA,0,0,1,1,705,0
trp_A3333_705_OP40FV_72000,20:07:09,20:07:11,334,4,GALLARTA,0,0,1,1,1185,0
trp_A3333_705_OP40FV_72000,20:08:34,20:08:36,449,5,GALLARTA,0,0,1,1,1417,0
trp_A3333_705_OP40FV_72000,20:10:10,20:10:12,450,6,GALLARTA,0,0,1,1,1683,0
trp_A3333_705_OP40FV_72000,20:22:46,20:22:48,1134,7,GALLARTA,0,0,1,1,3768,0
trp_A3333_705_OP40FV_72000,20:25:58,20:26:00,1135,8,GALLARTA,0,0,1,1,4298,0
trp_A3333_705_OP40FV_72000,20:28:56,20:28:58,1136,9,GALLARTA,0,0,1,1,4791,0
trp_A3333_705_OP40FV_72000,20:32:06,20:32:08,1137,10,GALLARTA,0,0,1,1,5314,0
trp_A3333_705_OP40FV_72000,20:39:29,20:39:31,1138,11,GALLARTA,0,0,1,1,6537,0
trp_A3333_705_OP40FV_72000,20:42:54,20:42:56,1139,12,GALLARTA,0,0,1,1,7102,0
trp_A3333_705_OP40FV_72000,20:45:32,20:45:34,1221,13,GALLARTA,0,0,1,1,7537,0
trp_A3333_705_OP40FV_72000,20:49:00,20:49:02,1222,14,GALLARTA,0,0,1,1,8111,0
trp_A3333_705_OP40FV_72000,20:51:42,20:51:44,1223,15,GALLARTA,0,0,1,1,8559,0
trp_A3333_705_OP40FV_72000,20:52:36,20:52:38,1224,16,GALLARTA,0,0,1,1,8709,0
trp_A3333_705_OP40FV_72000,20:57:37,20:57:39,1195,17,GALLARTA,0,0,1,1,9539,0
trp_A3333_705_OP40FV_72000,21:00:00,21:00:02,1190,18,GALLARTA,0,0,1,1,9933,0
trp_A3333_705_OP40FV_75600,21:00:00,21:00:02,1321,1,GALLARTA,0,0,1,1,0,0
trp_A3333_705_OP40FV_75600,21:01:37,21:01:39,332,2,GALLARTA,0,0,1,1,267,0
trp_A3333_705_OP40FV_75600,21:04:16,21:04:18,333,3,GALLARTA,0,0,1,1,705,0
trp_A3333_705_OP40FV_75600,21:07:09,21:07:11,334,4,GALLARTA,0,0,1,1,1185,0
trp_A3333_705_OP40FV_75600,21:08:34,21:08:36,449,5,GALLARTA,0,0,1,1,1417,0
trp_A3333_705_OP40FV_75600,21:10:10,21:10:12,450,6,GALLARTA,0,0,1,1,1683,0
trp_A3333_705_OP40FV_75600,21:22:46,21:22:48,1134,7,GALLARTA,0,0,1,1,3768,0
trp_A3333_705_OP40FV_75600,21:25:58,21:26:00,1135,8,GALLARTA,0,0,1,1,4298,0
trp_A3333_705_OP40FV_75600,21:28:56,21:28:58,1136,9,GALLARTA,0,0,1,1,4791,0
trp_A3333_705_OP40FV_75600,21:32:06,21:32:08,1137,10,GALLARTA,0,0,1,1,5314,0
trp_A3333_705_OP40FV_75600,21:39:29,21:39:31,1138,11,GALLARTA,0,0,1,1,6537,0
trp_A3333_705_OP40FV_75600,21:42:54,21:42:56,1139,12,GALLARTA,0,0,1,1,7102,0
trp_A3333_705_OP40FV_75600,21:45:32,21:45:34,1221,13,GALLARTA,0,0,1,1,7537,0
trp_A3333_705_OP40FV_75600,21:49:00,21:49:02,1222,14,GALLARTA,0,0,1,1,8111,0
trp_A3333_705_OP40FV_75600,21:51:42,21:51:44,1223,15,GALLARTA,0,0,1,1,8559,0
trp_A3333_705_OP40FV_75600,21:52:36,21:52:38,1224,16,GALLARTA,0,0,1,1,8709,0
trp_A3333_705_OP40FV_75600,21:57:37,21:57:39,1195,17,GALLARTA,0,0,1,1,9539,0
trp_A3333_705_OP40FV_75600,22:00:00,22:00:02,1190,18,GALLARTA,0,0,1,1,9933,0
trp_A3333_705_OP40FV_79200,22:00:00,22:00:02,1321,1,GALLARTA,0,0,1,1,0,0
trp_A3333_705_OP40FV_79200,22:00:47,22:00:49,332,2,GALLARTA,0,0,1,1,267,0
trp_A3333_705_OP40FV_79200,22:02:03,22:02:05,333,3,GALLARTA,0,0,1,1,705,0
trp_A3333_705_OP40FV_79200,22:03:28,22:03:30,334,4,GALLARTA,0,0,1,1,1185,0
trp_A3333_705_OP40FV_79200,22:04:08,22:04:10,449,5,GALLARTA,0,0,1,1,1417,0
trp_A3333_705_OP40FV_79200,22:04:55,22:04:57,450,6,GALLARTA,0,0,1,1,1683,0
trp_A3333_705_OP40FV_79200,22:11:00,22:11:02,1134,7,GALLARTA,0,0,1,1,3768,0
trp_A3333_705_OP40FV_79200,22:12:33,22:12:35,1135,8,GALLARTA,0,0,1,1,4298,0
trp_A3333_705_OP40FV_79200,22:13:59,22:14:01,1136,9,GALLARTA,0,0,1,1,4791,0
trp_A3333_705_OP40FV_79200,22:15:31,22:15:33,1137,10,GALLARTA,0,0,1,1,5314,0
trp_A3333_705_OP40FV_79200,22:19:05,22:19:07,1138,11,GALLARTA,0,0,1,1,6537,0
trp_A3333_705_OP40FV_79200,22:20:44,22:20:46,1139,12,GALLARTA,0,0,1,1,7102,0
trp_A3333_705_OP40FV_79200,22:22:00,22:22:02,1221,13,GALLARTA,0,0,1,1,7537,0
trp_A3333_705_OP40FV_79200,22:23:41,22:23:43,1222,14,GALLARTA,0,0,1,1,8111,0
trp_A3333_705_OP40FV_79200,22:24:59,22:25:01,1223,15,GALLARTA,0,0,1,1,8559,0
trp_A3333_705_OP40FV_79200,22:25:26,22:25:28,1224,16,GALLARTA,0,0,1,1,8709,0
trp_A3333_705_OP40FV_79200,22:27:51,22:27:53,1195,17,GALLARTA,0,0,1,1,9539,0
trp_A3333_705_OP40FV_79200,22:29:00,22:29:02,1190,18,GALLARTA,0,0,1,1,9933,0
trp_A3333_705_OP40FV_81000,22:30:00,22:30:02,1321,1,GALLARTA,0,0,1,1,0,0
trp_A3333_705_OP40FV_81000,22:30:47,22:30:49,332,2,GALLARTA,0,0,1,1,267,0
trp_A3333_705_OP40FV_81000,22:32:03,22:32:05,333,3,GALLARTA,0,0,1,1,705,0
trp_A3333_705_OP40FV_81000,22:33:28,22:33:30,334,4,GALLARTA,0,0,1,1,1185,0
trp_A3333_705_OP40FV_81000,22:34:08,22:34:10,449,5,GALLARTA,0,0,1,1,1417,0
trp_A3333_705_OP40FV_81000,22:34:55,22:34:57,450,6,GALLARTA,0,0,1,1,1683,0
trp_A3333_705_OP40FV_81000,22:41:00,22:41:02,1134,7,GALLARTA,0,0,1,1,3768,0
trp_A3333_705_OP40FV_81000,22:42:33,22:42:35,1135,8,GALLARTA,0,0,1,1,4298,0
trp_A3333_705_OP40FV_81000,22:43:59,22:44:01,1136,9,GALLARTA,0,0,1,1,4791,0
trp_A3333_705_OP40FV_81000,22:45:31,22:45:33,1137,10,GALLARTA,0,0,1,1,5314,0
trp_A3333_705_OP40FV_81000,22:49:05,22:49:07,1138,11,GALLARTA,0,0,1,1,6537,0
trp_A3333_705_OP40FV_81000,22:50:44,22:50:46,1139,12,GALLARTA,0,0,1,1,7102,0
trp_A3333_705_OP40FV_81000,22:52:00,22:52:02,1221,13,GALLARTA,0,0,1,1,7537,0
trp_A3333_705_OP40FV_81000,22:53:41,22:53:43,1222,14,GALLARTA,0,0,1,1,8111,0
trp_A3333_705_OP40FV_81000,22:54:59,22:55:01,1223,15,GALLARTA,0,0,1,1,8559,0
trp_A3333_705_OP40FV_81000,22:55:26,22:55:28,1224,16,GALLARTA,0,0,1,1,8709,0
trp_A3333_705_OP40FV_81000,22:57:51,22:57:53,1195,17,GALLARTA,0,0,1,1,9539,0
trp_A3333_705_OP40FV_81000,22:59:00,22:59:02,1190,18,GALLARTA,0,0,1,1,9933,0
trp_A3333_705_OP40LJLPQ_24000,06:40:00,06:40:02,1321,1,GALLARTA,0,0,1,1,0,0
